OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-501260:20160714:0911:SR,Sample-Routine,Water,Surface Water,2016-07-14,09:11:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-501260,VERMILION R. NEAR VERMILION @ MILL HOLLOW/N. RIDGE RD.,190625,,,,41.3819000000,-82.3169000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864797158,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-501260%3A20160714%3A0911%3ASR/results/864797158/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:26,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-204475:20160519:0930:SR,Sample-Routine,Water,Surface Water,2016-05-19,09:30:00,EDT,,,,,,,,,,,,1132;1802,Inland Lakes Program;Recreational Use 2016,,21OHIO_WQX-204475,"AMANN RESERVOIR, L-1",187428,,,,40.7122000000,-82.8231000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864770940,,as N,Nitrate + Nitrite,Unfiltered,0.97,mg/L,,Final,,Actual,,,,,,,,,,Surface,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-204475%3A20160519%3A0930%3ASR/results/864770940/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:43:56,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303749:20161005:1443:SR,Sample-Routine,Water,Surface Water,2016-10-05,14:43:00,EDT,,,,,,,,,,,,1802,Recreational Use 2016,,21OHIO_WQX-303749,UT to Burgess Run (RM 1.56),196087,,,,40.9941110000,-80.5719170000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864847445,,as N,Nitrate + Nitrite,Unfiltered,1.56,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303749%3A20161005%3A1443%3ASR/results/864847445/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:23,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-301483:20161019:1245:SR,Sample-Routine,Water,Surface Water,2016-10-19,12:45:00,EDT,2016-10-19,12:50:00,EDT,,,,,,,,,1706,Buckeye Lake Special Study,,21OHIO_WQX-301483,"BUCKEYE LAKE,  L-3",196702,,,,39.9125960000,-82.5094360000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864832328,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,composite Associated field blank sample: 196703,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-301483%3A20161019%3A1245%3ASR/results/864832328/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:38,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-301852:20160420:0959:SR,Sample-Routine,Water,Surface Water,2016-04-20,09:59:00,EDT,,,,,,,,,,,,1711;1802,Kempton Run Study (2012);Recreational Use 2016,,21OHIO_WQX-301852,POST OFFICE TRIBUTARY TO KEMPTON RUN (2.31) NEAR MOUTH,186634,,,,40.0858330000,-83.0627780000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864777158,,as N,Nitrate + Nitrite,Unfiltered,2.43,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-301852%3A20160420%3A0959%3ASR/results/864777158/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:19,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-W03W38:20160607:1019:SR,Sample-Routine,Water,Surface Water,2016-06-07,10:19:00,EDT,,,,,,,,,,,,1132;1786,Inland Lakes Program;Raccoon Creek Basin 2016 TMDL,,21OHIO_WQX-W03W38,L. RACCOON CREEK DST. LAKE RUPERT @ ST. RT. 93,187935,,,,39.1722000000,-82.5203000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864820624,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-W03W38%3A20160607%3A1019%3ASR/results/864820624/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:46:43,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-601340:20160531:1045:SR,Sample-Routine,Water,Surface Water,2016-05-31,10:45:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-601340,SCIOTO R. UPST. CIRCLEVILLE @ COMMERCIAL POINT RD.,187705,,,,39.6328000000,-82.9625000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864798748,,as N,Nitrate + Nitrite,Unfiltered,4.82,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-601340%3A20160531%3A1045%3ASR/results/864798748/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:31,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-300427:20160831:1000:SR,Sample-Routine,Water,Surface Water,2016-08-31,10:00:00,EDT,,,,,,,,,,,,1132,Inland Lakes Program,,21OHIO_WQX-300427,CUTLER LAKE (TRIB. TO MANNS FORK),193809,,,,39.8172210000,-81.8490900000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864830617,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,TP Study,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-300427%3A20160831%3A1000%3ASR/results/864830617/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:32,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-300158:20160809:0950:SR,Sample-Routine,Water,Surface Water,2016-08-09,09:50:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-300158,SYMMES CREEK @ JENKINS ALBEN RD. (TWP. RD. 102),192391,,,,38.8703000000,-82.4786000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864830240,,as N,Nitrate + Nitrite,Unfiltered,0.26,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-300158%3A20160809%3A0950%3ASR/results/864830240/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:31,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01W34:20160815:1053:SR,Sample-Routine,Water,Surface Water,2016-08-15,10:53:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01W34,RATTLESNAKE CREEK UPST. MILAN @ OLD STATE RD.,192747,,,,41.2769000000,-82.5922000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864857528,,as N,Nitrate + Nitrite,Unfiltered,1.1,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01W34%3A20160815%3A1053%3ASR/results/864857528/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:55,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-P03S03:20160621:1054:SR,Sample-Routine,Water,Surface Water,2016-06-21,10:54:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-P03S03,AUGLAIZE R. NE OF FORT JENNINGS @ U.S. RT. 224,188882,,,,40.9489000000,-84.2661000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864807287,,as N,Nitrate + Nitrite,Unfiltered,10.5,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-P03S03%3A20160621%3A1054%3ASR/results/864807287/resdetectqntlmts,Reporting limit,0.5,mg/L,,2020-11-25T13:46:00,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-W02S08:20160324:1246:SR,Sample-Routine,Water,Surface Water,2016-03-24,12:46:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-W02S08,INDIAN GUYAN CREEK @ CO. RD. 69,186123,,,,38.4783830000,-82.3981750000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864813804,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-W02S08%3A20160324%3A1246%3ASR/results/864813804/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:46:21,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-500330:20160622:0905:SR,Sample-Routine,Water,Surface Water,2016-06-22,09:05:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-500330,BEAN CREEK E OF POWERS @ U.S. RT. 20,188986,,,,41.6778670000,-84.2318750000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864795508,,as N,Nitrate + Nitrite,Unfiltered,1.79,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-500330%3A20160622%3A0905%3ASR/results/864795508/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:20,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-609360:20160114:1147:SR,Sample-Routine,Water,Surface Water,2016-01-14,11:47:00,EST,,,,,,,,,,,,1767,Southeast Ohio River Tributaries 2015 TMDL,,21OHIO_WQX-609360,CLEAR FORK NEAR MOUTH @ ST. RT. 26,184965,,,,39.6025000000,-81.1628000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864799843,,as N,Nitrate + Nitrite,Unfiltered,0.25,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-609360%3A20160114%3A1147%3ASR/results/864799843/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:35,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01P03:20160803:1115:SR,Sample-Routine,Water,Surface Water,2016-08-03,11:15:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01P03,NORWALK CREEK AT NORWALK @ ST. RT. 61,191824,,,,41.2286000000,-82.6431000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864855888,,as N,Nitrate + Nitrite,Unfiltered,0.31,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01P03%3A20160803%3A1115%3ASR/results/864855888/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:50,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-302954:20160728:1130:SR,Sample-Routine,Water,Surface Water,2016-07-28,11:30:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-302954,HANNAH RUN @ McCLANAHAN RD. (RD. T-110),191579,,,,38.7880660000,-83.6020330000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864780296,,as N,Nitrate + Nitrite,Unfiltered,2.19,mg/L,,Final,,Actual,,,,,,,,,,"#37
Muddy water, robust flow.  Collected sample using bucket deployed from downstream side of bridge. Did not clean the bucket between use at previous site (#38 - Lick Run), but did rinse it prior to collection.  Sonde readings taken from upstream side of bridge by deploying sonde into the stream.  Light, steady rain.",,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-302954%3A20160728%3A1130%3ASR/results/864780296/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:29,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303625:20160719:1102:SR,Sample-Routine,Water,Surface Water,2016-07-19,11:02:00,EDT,,,,,,,,,,,,1788,Conotton Creek Basin 2016 TMDL,,21OHIO_WQX-303625,Lick Fork @ Burrier Rd,190816,,,,40.4108000000,-81.0486000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864790353,,as N,Nitrate + Nitrite,Unfiltered,0.53,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303625%3A20160719%3A1102%3ASR/results/864790353/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:02,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01S10:20160712:1007:SR,Sample-Routine,Water,Surface Water,2016-07-12,10:07:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01S10,E. BR. HURON R. NEAR NORWALK @ ST. RT. 61,190266,,,,41.2306000000,-82.6456000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864805569,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01S10%3A20160712%3A1007%3ASR/results/864805569/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:54,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-W02S03:20160920:1305:SR,Sample-Routine,Water,Surface Water,2016-09-20,13:05:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-W02S03,HUNTINGCAMP CREEK DST. OAK HILL WWTP @ DICKENS RD.,195162,,,,38.8744000000,-82.5767000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864862972,,as N,Nitrate + Nitrite,Unfiltered,14.4,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-W02S03%3A20160920%3A1305%3ASR/results/864862972/resdetectqntlmts,Reporting limit,0.5,mg/L,,2020-11-25T16:24:15,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-204491:20160712:1025:SR,Sample-Routine,Water,Surface Water,2016-07-12,10:25:00,EDT,,,,,,,,,,,,1132,Inland Lakes Program,,21OHIO_WQX-204491,"BUCYRUS RESERVOIR #4 (P.J. OUTHWAITE RESERVOIR), L-1",190181,,,,40.8400000000,-82.9353000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864771670,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,Bottom,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-204491%3A20160712%3A1025%3ASR/results/864771670/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:43:59,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303617:20160621:1056:SR,Sample-Routine,Water,Surface Water,2016-06-21,10:56:00,EDT,,,,,,,,,,,,1788,Conotton Creek Basin 2016 TMDL,,21OHIO_WQX-303617,MCGUIRE CREEK @ PLYMOUTH RD.,188905,,,,40.4803000000,-81.0947000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864789905,,as N,Nitrate + Nitrite,Unfiltered,0.27,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303617%3A20160621%3A1056%3ASR/results/864789905/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:00,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-300020:20160622:0951:SR,Sample-Routine,Water,Surface Water,2016-06-22,09:51:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-300020,TIFFIN R. W OF STRYKER @ CO. RD.  F (CURTIS ST.),188982,,,,41.5000000000,-84.4301000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864772729,,as N,Nitrate + Nitrite,Unfiltered,2.27,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-300020%3A20160622%3A0951%3ASR/results/864772729/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:03,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-W03W44:20160914:1432:SR,Sample-Routine,Water,Surface Water,2016-09-14,14:32:00,EDT,,,,,,,,,,,,1786,Raccoon Creek Basin 2016 TMDL,,21OHIO_WQX-W03W44,RACCOON CREEKSW OF ZALESKI @ FOREST ROAD #3,194766,,,,39.2672000000,-82.4025000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864867804,,as N,Nitrate + Nitrite,Unfiltered,0.14,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-W03W44%3A20160914%3A1432%3ASR/results/864867804/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:34,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-500820:20160104:0954:SR,Sample-Routine,Water,Surface Water,2016-01-04,09:54:00,EST,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-500820,"SANDUSKY R. UPST. FREMONT @ RICE RD,",184817,,,,41.3078000000,-83.1589000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864795710,,as N,Nitrate + Nitrite,Unfiltered,7.7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-500820%3A20160104%3A0954%3ASR/results/864795710/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:21,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-V10P06:20161206:1320:SR,Sample-Routine,Water,Surface Water,2016-12-06,13:20:00,EST,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-V10P06,PAINT CREEK AT CHILLICOTHE @ ST. RT. 772,198538,,,,39.3200000000,-82.9789000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864862204,,as N,Nitrate + Nitrite,Unfiltered,0.73,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-V10P06%3A20161206%3A1320%3ASR/results/864862204/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:12,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-X03S03:20160823:1230:SR,Sample-Routine,Water,Surface Water,2016-08-23,12:30:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-X03S03,E. FK. EAGLE CREEK W OF WEST UNION @ TWP. RD. 231,193434,,,,38.7803000000,-83.6136000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864868592,,as N,Nitrate + Nitrite,Unfiltered,0.62,mg/L,,Final,,Actual,,,,,,,,,,"#28
Normal/low flow. Somewhat murky. Didn't see any fish.",,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-X03S03%3A20160823%3A1230%3ASR/results/864868592/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:38,STORET
